"","...1","X","datecollected","latitude","longitude","project_shortcode","catalogNumber","length","timeofday","interaction_order","data_source","mean.chlorophyll","zone","date","temp","bottom_temp","salinity","east_velo","north_velo","region"
"780",780,780,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:30:43,142,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"781",781,781,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:32:43,143,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"782",782,782,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:34:29,144,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"783",783,783,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,07:57:08,105,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"784",784,784,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:35:45,146,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"785",785,785,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:37:23,147,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"786",786,786,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:38:24,148,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"787",787,787,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:39:31,149,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"788",788,788,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:40:50,150,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"789",789,789,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:42:34,151,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"790",790,790,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:43:46,152,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"791",791,791,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:45:16,153,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"792",792,792,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:47:20,154,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"793",793,793,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:49:14,155,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"794",794,794,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:50:47,156,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"795",795,795,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:55:02,157,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"796",796,796,2014-12-30,28.4088,-80.4505,"FACT.COBCRP","COBCRP-0-20171019",NA,08:59:29,158,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"797",797,797,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,05:42:02,27,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"798",798,798,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,05:44:37,28,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"799",799,799,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,05:48:10,29,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"800",800,800,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,05:50:14,30,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"801",801,801,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,06:20:59,44,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"802",802,802,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,05:57:01,32,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"803",803,803,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,05:58:42,33,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"804",804,804,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,06:16:32,42,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"805",805,805,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,06:18:46,43,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"806",806,806,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,06:08:14,37,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"807",807,807,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,06:25:20,46,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"808",808,808,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,06:14:18,41,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"809",809,809,2014-12-30,28.4112,-80.4403,"FACT.COBCRP","COBCRP-0-20171019",NA,06:23:11,45,"acoustic",1.87902786334356,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"810",810,810,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:07:33,36,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"811",811,811,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:05:48,35,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"812",812,812,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:12:37,40,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"813",813,813,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:00:22,34,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"814",814,814,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:10:22,39,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"815",815,815,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,05:50:48,31,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"816",816,816,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:08:48,38,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"817",817,817,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:25:54,47,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"818",818,818,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:29:47,48,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"819",819,819,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:33:10,49,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"820",820,820,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:34:50,50,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"821",821,821,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:35:54,51,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"822",822,822,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:37:08,52,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"823",823,823,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:38:41,53,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"824",824,824,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:40:51,54,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"825",825,825,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:42:57,55,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"826",826,826,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:46:33,56,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"827",827,827,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:47:36,57,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"828",828,828,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:48:48,58,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"829",829,829,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:50:17,59,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"830",830,830,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:54:12,60,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"831",831,831,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,06:57:43,61,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"832",832,832,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:00:56,62,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"833",833,833,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:02:49,63,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"834",834,834,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:08:20,64,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"835",835,835,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:09:57,65,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"836",836,836,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:10:56,66,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"837",837,837,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:11:59,67,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"838",838,838,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:13:10,68,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"839",839,839,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:14:38,69,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"840",840,840,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:16:38,70,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"841",841,841,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:18:24,71,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"842",842,842,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:19:40,72,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"843",843,843,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:21:18,73,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"844",844,844,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:22:18,74,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"845",845,845,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:05:12,115,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"846",846,846,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:23:23,76,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"847",847,847,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:24:38,77,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"848",848,848,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:26:14,78,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"849",849,849,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:27:12,79,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"850",850,850,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:28:11,80,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"851",851,851,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:29:16,81,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"852",852,852,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:30:30,82,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"853",853,853,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:32:02,83,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"854",854,854,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:34:12,84,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"855",855,855,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:36:17,85,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"856",856,856,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:50:47,99,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"857",857,857,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:38:13,87,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"858",858,858,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:39:48,88,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"859",859,859,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:40:45,89,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"860",860,860,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:41:44,90,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"861",861,861,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:42:47,91,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"862",862,862,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:43:57,92,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"863",863,863,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:45:22,93,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"864",864,864,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:47:17,94,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"865",865,865,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:20:41,134,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"866",866,866,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:48:53,96,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"867",867,867,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:49:49,97,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"868",868,868,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:24:08,138,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"869",869,869,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:11:32,125,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"870",870,870,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:51:48,100,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"871",871,871,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:13:18,127,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"872",872,872,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:52:55,102,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"873",873,873,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:54:14,103,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"874",874,874,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:55:58,104,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"875",875,875,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:34:30,145,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"876",876,876,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:57:09,106,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"877",877,877,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,07:58:36,107,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"878",878,878,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:08:03,120,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"879",879,879,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:00:36,109,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"880",880,880,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:22:09,136,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"881",881,881,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:02:21,111,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
"882",882,882,2014-12-30,28.4125,-80.4479,"FACT.COBCRP","COBCRP-0-20171019",NA,08:10:11,124,"acoustic",2.45789384841919,6,2014-12-30,24.5699331611395,24.5604113861918,36.3048188388348,0.0701925717294216,0.322885829955339,"EFL_Shelf"
