"","project_shortcode","locality","latitude","longitude","length","observedweight","lengthtype","length2","length2type","datecollected","institutioncode","interaction_order","catalognumber...13","datelastmodified","timezone","yearcollected","monthcollected","daycollected","julianday","timeofday","sex","the_geom","catalognumber...23","cat_num","chlorophyll_mg_m3"
"2176","USMCOB","GREEN CAN N. OF HORN ISL., MS",30.255,-88.774,0.61,NA,"FL",0.69,"TL",1991-08-11,"USM",1,"USMCOB-RC5245",2026-05-05,"UTC",1991,8,11,223,00:00:00,NA,"POINT(-88.774 30.255)","USMCOB-RC5245","USMCOB-RC5245-1",NA
"2177","USMCOB","OFF BOYNTON BCH, FL (ATLANTIC)",26.545,-80.04,1.04,NA,"TL",NA,NA,1993-06-01,"USM",2,"USMCOB-RC5245",2026-05-05,"UTC",1993,6,1,152,00:00:00,NA,"POINT(-80.04 26.545)","USMCOB-RC5245","USMCOB-RC5245-2",NA
"2178","USMCOB","GULFPORT SHIP CHANNEL, MS",30.24,-89,0.72,NA,"FL",0.76,"TL",1993-09-07,"USM",1,"USMCOB-RC5253",2026-05-05,"UTC",1993,9,7,250,00:00:00,NA,"POINT(-89.0 30.24)","USMCOB-RC5253","USMCOB-RC5253-1",NA
"2179","USMCOB","KEY WEST HARBOR",24.563,-81.726,0.86,NA,"FL",NA,NA,1994-06-27,"USM",2,"USMCOB-RC5253",2026-05-05,"UTC",1994,6,27,178,00:00:00,NA,"POINT(-81.726 24.563)","USMCOB-RC5253","USMCOB-RC5253-2",NA
"2180","USMCOB","29.57.049/84.04.872(Dog Ballard Reef)",29.963611,-84.308889,0.74,NA,"FL",0.84,"TL",2011-07-29,"USM",1,"USMCOB-RC52539",2026-05-05,"UTC",2011,7,29,210,00:00:00,NA,"POINT(-84.308889 29.963611)","USMCOB-RC52539","USMCOB-RC52539-1",NA
"2181","USMCOB","Dog Ballard Reef, St. Marks, FL",29.951,-84.081,0.92,NA,"FL",NA,NA,2012-04-28,"USM",2,"USMCOB-RC52539",2026-05-05,"UTC",2012,4,28,119,00:00:00,NA,"POINT(-84.081 29.951)","USMCOB-RC52539","USMCOB-RC52539-2",5.74827498197556
"2182","USMCOB","80 mi. S Petit Bois, Island, MS",29.09,-88.44,0.89,NA,"TL",NA,NA,2020-06-22,"USM",2,"USMCOB-RC52680",2026-05-05,"UTC",2020,6,22,174,00:00:00,NA,"POINT(-88.44 29.09)","USMCOB-RC52680","USMCOB-RC52680-2",NA
"2183","USMCOB","Pascagoula Ship Channel, MS",30.241,-88.506,0.94,NA,"TL",NA,NA,2019-06-01,"USM",1,"USMCOB-RC52858",2026-05-05,"UTC",2019,6,1,152,00:00:00,NA,"POINT(-88.506 30.241)","USMCOB-RC52858","USMCOB-RC52858-1",NA
"2184","USMCOB","Stuart, FL - 6 mi out",27.2546,-80.0871,0.91,NA,"FL",NA,NA,2019-10-17,"USM",2,"USMCOB-RC52858",2026-05-05,"UTC",2019,10,17,290,00:00:00,NA,"POINT(-80.0871 27.2546)","USMCOB-RC52858","USMCOB-RC52858-2",0.288783580064774
"2185","USMCOB","28 33.289/80 08.519",28.554817,-80.141983,0.81,NA,"FL",0.86,"TL",2011-05-23,"USM",1,"USMCOB-RC53105",2026-05-05,"UTC",2011,5,23,143,00:00:00,NA,"POINT(-80.141983 28.554817)","USMCOB-RC53105","USMCOB-RC53105-1",0.150508999824524
"2186","USMCOB","off St. Augustine, FL    E",29.902,-81.255,1.02,NA,"TL",NA,NA,2012-04-30,"USM",2,"USMCOB-RC53105",2026-05-05,"UTC",2012,4,30,121,00:00:00,NA,"POINT(-81.255 29.902)","USMCOB-RC53105","USMCOB-RC53105-2",NA
"2187","USMCOB","28.18.185/80.29.026",28.303083,-80.483767,0.79,NA,"FL",0.84,"TL",2012-03-14,"USM",1,"USMCOB-RC53107",2026-05-05,"UTC",2012,3,14,74,00:00:00,NA,"POINT(-80.483767 28.303083)","USMCOB-RC53107","USMCOB-RC53107-1",NA
"2188","USMCOB","15 miles E of Altamaha Sound, GA",31.318,-81.293,0.97,NA,"TL",NA,NA,2012-06-22,"USM",2,"USMCOB-RC53107",2026-05-05,"UTC",2012,6,22,174,00:00:00,NA,"POINT(-81.293 31.318)","USMCOB-RC53107","USMCOB-RC53107-2",NA
"2189","USMCOB","Coast Guard Station, Pascagoula",30.334,-88.565,0.91,NA,"FL",1.02,"TL",2012-04-05,"USM",1,"USMCOB-RC53151",2026-05-05,"UTC",2012,4,5,96,00:00:00,NA,"POINT(-88.565 30.334)","USMCOB-RC53151","USMCOB-RC53151-1",NA
"2190","USMCOB","30 miles off Pascagoula, MS",29.906,-88.543,0.97,NA,"FL",1.1,"TL",2012-07-08,"USM",2,"USMCOB-RC53151",2026-05-05,"UTC",2012,7,8,190,00:00:00,NA,"POINT(-88.543 29.906)","USMCOB-RC53151","USMCOB-RC53151-2",NA
"2191","USMCOB","Navarre Beach,Fl.",30.378,-86.862,0.89,NA,"FL",0.97,"TL",2012-04-11,"USM",1,"USMCOB-RC53170",2026-05-05,"UTC",2012,4,11,102,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC53170","USMCOB-RC53170-1",NA
"2192","USMCOB","2958.400, 8712.630",29.973,-87.21,0.94,NA,"FL",NA,NA,2013-08-01,"USM",2,"USMCOB-RC53170",2026-05-05,"UTC",2013,8,1,213,00:00:00,NA,"POINT(-87.21 29.973)","USMCOB-RC53170","USMCOB-RC53170-2",NA
"2193","USMCOB","S of Port Fourchon, LA - oil rig",28.88,-90.19,1.35,NA,"TL",NA,NA,2020-08-01,"USM",2,"USMCOB-RC53171",2026-05-05,"UTC",2020,8,1,214,00:00:00,NA,"POINT(-90.19 28.88)","USMCOB-RC53171","USMCOB-RC53171-2",NA
"2194","USMCOB","SOUTH TIMBALIER, LA BLOCK 300",28.153485,-90.73,1.15,NA,"FL",1.27,"TL",1990-05-24,"USM",1,"USMCOB-RC5321",2026-05-05,"UTC",1990,5,24,144,00:00:00,NA,"POINT(-90.73 28.153485)","USMCOB-RC5321","USMCOB-RC5321-1",NA
"2195","USMCOB","SOUTH VERMILLON BAY, LA",29.63,-91.95,NA,NA,NA,NA,NA,1991-08-13,"USM",2,"USMCOB-RC5321",2026-05-05,"UTC",1991,8,13,225,00:00:00,NA,"POINT(-91.95 29.63)","USMCOB-RC5321","USMCOB-RC5321-2",NA
"2196","USMCOB","St. Marks",30.074,-84.185,0.7,NA,"FL",0.77,"TL",2011-06-08,"USM",1,"USMCOB-RC53290",2026-05-05,"UTC",2011,6,8,159,00:00:00,NA,"POINT(-84.185 30.074)","USMCOB-RC53290","USMCOB-RC53290-1",NA
"2197","USMCOB","28'55.570/82'51.270",28.926,-82.854,0.8,NA,"FL",0.88,"TL",2012-08-02,"USM",2,"USMCOB-RC53290",2026-05-05,"UTC",2012,8,2,215,00:00:00,NA,"POINT(-82.854 28.926)","USMCOB-RC53290","USMCOB-RC53290-2",NA
"2198","USMCOB","SOUTH MARSH ISLAND,LA  BLK 130",28.307173,-91.993,1.09,NA,"FL",1.22,"TL",1991-06-25,"USM",1,"USMCOB-RC5332",2026-05-05,"UTC",1991,6,25,176,00:00:00,NA,"POINT(-91.993 28.307173)","USMCOB-RC5332","USMCOB-RC5332-1",NA
"2199","USMCOB","APPROX 75MI S OF MARSH ISL.,LA",28.395,-91.883,NA,NA,NA,NA,NA,1992-05-07,"USM",2,"USMCOB-RC5332",2026-05-05,"UTC",1992,5,7,128,00:00:00,NA,"POINT(-91.883 28.395)","USMCOB-RC5332","USMCOB-RC5332-2",NA
"2200","USMCOB","SOUTH MARSH ISLAND,LA  BLK 130",28.307173,-91.993,1.07,NA,"FL",1.21,"TL",1991-06-25,"USM",1,"USMCOB-RC5333",2026-05-05,"UTC",1991,6,25,176,00:00:00,NA,"POINT(-91.993 28.307173)","USMCOB-RC5333","USMCOB-RC5333-1",NA
"2201","USMCOB","38 MI. OFF DAYTONA BEACH, FL",29.444,-80.428,NA,NA,NA,NA,NA,1992-02-17,"USM",2,"USMCOB-RC5333",2026-05-05,"UTC",1992,2,17,48,00:00:00,NA,"POINT(-80.428 29.444)","USMCOB-RC5333","USMCOB-RC5333-2",NA
"2202","USMCOB","West Delta, LA",28.87,-89.66,0.74,NA,"FL",0.85,"TL",2018-05-05,"USM",1,"USMCOB-RC53364",2026-05-05,"UTC",2018,5,5,125,00:00:00,NA,"POINT(-89.66 28.87)","USMCOB-RC53364","USMCOB-RC53364-1",NA
"2203","USMCOB","Oil Rig S Venice, LA",28.44,-89.31,0.91,NA,"FL",NA,NA,2020-06-26,"USM",2,"USMCOB-RC53364",2026-05-05,"UTC",2020,6,26,178,00:00:00,NA,"POINT(-89.31 28.44)","USMCOB-RC53364","USMCOB-RC53364-2",NA
"2204","USMCOB","Ship",30.221,-88.919,0.8,NA,"FL",0.86,"TL",2012-06-26,"USM",1,"USMCOB-RC53508",2026-05-05,"UTC",2012,6,26,178,00:00:00,NA,"POINT(-88.919 30.221)","USMCOB-RC53508","USMCOB-RC53508-1",NA
"2205","USMCOB","Ship Island Buoy 28",30.223,-88.996,0.93,NA,"FL",NA,NA,2012-10-16,"USM",2,"USMCOB-RC53508",2026-05-05,"UTC",2012,10,16,290,00:00:00,NA,"POINT(-88.996 30.223)","USMCOB-RC53508","USMCOB-RC53508-2",NA
"2206","USMCOB","26.03/97.06",26.05,-97.1,0.45,NA,"FL",0.5,"TL",2012-04-04,"USM",1,"USMCOB-RC53530",2026-05-05,"UTC",2012,4,4,95,00:00:00,NA,"POINT(-97.1 26.05)","USMCOB-RC53530","USMCOB-RC53530-1",NA
"2207","USMCOB","26.03/97.06",26.03,-97.06,NA,NA,NA,NA,NA,2012-04-06,"USM",2,"USMCOB-RC53530",2026-05-05,"UTC",2012,4,6,97,00:00:00,NA,"POINT(-97.06 26.03)","USMCOB-RC53530","USMCOB-RC53530-2",NA
"2208","USMCOB","St. Marks, FL",30.074,-84.185,0.73,NA,"FL",0.81,"TL",2013-05-30,"USM",1,"USMCOB-RC53608",2026-05-05,"UTC",2013,5,30,150,00:00:00,NA,"POINT(-84.185 30.074)","USMCOB-RC53608","USMCOB-RC53608-1",NA
"2209","USMCOB","Alligator Point, FL",29.896,-84.382,1.02,NA,"FL",NA,NA,2016-09-28,"USM",2,"USMCOB-RC53608",2026-05-05,"UTC",2016,9,28,272,00:00:00,NA,"POINT(-84.382 29.896)","USMCOB-RC53608","USMCOB-RC53608-2",10.352879524231
"2210","USMCOB","Rodanthe, NC",35.6078,-75.4675,0.75,NA,"FL",0.85,"TL",2013-05-27,"USM",1,"USMCOB-RC53643",2026-05-05,"UTC",2013,5,27,147,00:00:00,NA,"POINT(-75.4675 35.6078)","USMCOB-RC53643","USMCOB-RC53643-1",NA
"2211","USMCOB","Cape Charles, VA",37.266,-76.028,1.17,NA,"TL",NA,NA,2020-07-03,"USM",2,"USMCOB-RC53643",2026-05-05,"UTC",2020,7,3,185,00:00:00,NA,"POINT(-76.028 37.266)","USMCOB-RC53643","USMCOB-RC53643-2",NA
"2212","USMCOB","Oregon Inlet, NC",35.776,-75.512,0.74,NA,"FL",0.86,"TL",2013-06-06,"USM",1,"USMCOB-RC53649",2026-05-05,"UTC",2013,6,6,157,00:00:00,NA,"POINT(-75.512 35.776)","USMCOB-RC53649","USMCOB-RC53649-1",NA
"2213","USMCOB","Chesapeake Bay 37-27N, 76-00W",37.439,-76,0.94,NA,"TL",NA,NA,2014-08-20,"USM",2,"USMCOB-RC53649",2026-05-05,"UTC",2014,8,20,232,00:00:00,NA,"POINT(-76.0 37.439)","USMCOB-RC53649","USMCOB-RC53649-2",NA
"2214","USMCOB","Jeanette's Pier, Nags Head, NC",35.911,-75.593,0.81,NA,"FL",0.91,"TL",2013-09-09,"USM",1,"USMCOB-RC53784",2026-05-05,"UTC",2013,9,9,252,00:00:00,NA,"POINT(-75.593 35.911)","USMCOB-RC53784","USMCOB-RC53784-1",NA
"2215","USMCOB","Baltimore Channel, Chesapeake Bay, VA",39.277,-76.589,1.27,NA,"TL",NA,NA,2015-08-17,"USM",2,"USMCOB-RC53784",2026-05-05,"UTC",2015,8,17,229,00:00:00,NA,"POINT(-76.589 39.277)","USMCOB-RC53784","USMCOB-RC53784-2",NA
"2216","USMCOB","Nags Head, North Carolina - Jennette's Pier",35.911,-75.593,0.81,NA,"FL",0.86,"TL",2013-06-22,"USM",1,"USMCOB-RC53788",2026-05-05,"UTC",2013,6,22,173,00:00:00,NA,"POINT(-75.593 35.911)","USMCOB-RC53788","USMCOB-RC53788-1",NA
"2217","USMCOB","Baltimore Channel Buoy Line",39.262,-76.576,0.94,NA,"TL",NA,NA,2013-08-12,"USM",2,"USMCOB-RC53788",2026-05-05,"UTC",2013,8,12,224,00:00:00,NA,"POINT(-76.576 39.262)","USMCOB-RC53788","USMCOB-RC53788-2",NA
"2218","USMCOB","Pensacola,Fl.",30.333,-87.15,1.22,NA,"FL",1.3,"TL",2012-04-06,"USM",1,"USMCOB-RC54003",2026-05-05,"UTC",2012,4,6,97,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC54003","USMCOB-RC54003-1",NA
"2219","USMCOB","High Island 260",28.468,-93.788,1.37,NA,"TL",NA,NA,2012-06-10,"USM",2,"USMCOB-RC54003",2026-05-05,"UTC",2012,6,10,162,00:00:00,NA,"POINT(-93.788 28.468)","USMCOB-RC54003","USMCOB-RC54003-2",NA
"2220","USMCOB","Pensacola,Fl.",30.333,-87.15,1.04,NA,"FL",1.14,"TL",2012-04-07,"USM",1,"USMCOB-RC54004",2026-05-05,"UTC",2012,4,7,98,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC54004","USMCOB-RC54004-1",NA
"2221","USMCOB","Navarre, Florida",30.378,-86.862,1.12,NA,"FL",NA,NA,2013-04-09,"USM",2,"USMCOB-RC54004",2026-05-05,"UTC",2013,4,9,99,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC54004","USMCOB-RC54004-2",NA
"2222","USMCOB","Navarre Beach,Fl.",30.378,-86.862,1.02,NA,"FL",1.12,"TL",2012-04-12,"USM",1,"USMCOB-RC54010",2026-05-05,"UTC",2012,4,12,103,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC54010","USMCOB-RC54010-1",NA
"2223","USMCOB","Main Pass 299",29.266,-88.762,1.07,NA,"FL",NA,NA,2012-06-29,"USM",2,"USMCOB-RC54010",2026-05-05,"UTC",2012,6,29,181,00:00:00,NA,"POINT(-88.762 29.266)","USMCOB-RC54010","USMCOB-RC54010-2",0.166705995798111
"2224","USMCOB","Dog Ballard Reef/St.Marks,Fl.",29.951,-84.081,0.76,NA,"FL",0.84,"TL",2012-08-03,"USM",1,"USMCOB-RC54018",2026-05-05,"UTC",2012,8,3,216,00:00:00,NA,"POINT(-84.081 29.951)","USMCOB-RC54018","USMCOB-RC54018-1",NA
"2225","USMCOB","Cedar Key, FL",29.091613,-83.038337,0.97,NA,"FL",NA,NA,2013-06-25,"USM",2,"USMCOB-RC54018",2026-05-05,"UTC",2013,6,25,176,00:00:00,NA,"POINT(-83.038337 29.091613)","USMCOB-RC54018","USMCOB-RC54018-2",NA
"2226","USMCOB","Navarre Beach,Fl.",30.378,-86.862,1.12,NA,"FL",1.22,"TL",2012-04-12,"USM",1,"USMCOB-RC54025",2026-05-05,"UTC",2012,4,12,103,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC54025","USMCOB-RC54025-1",NA
"2227","USMCOB","15 miles off Port Canaveral, Florida",28.406,-80.34,1.17,NA,"FL",1.35,"TL",2013-01-06,"USM",2,"USMCOB-RC54025",2026-05-05,"UTC",2013,1,6,6,00:00:00,NA,"POINT(-80.34 28.406)","USMCOB-RC54025","USMCOB-RC54025-2",NA
"2228","USMCOB","Navarre Beach,Fl.",30.378,-86.862,0.99,NA,"FL",1.07,"TL",2012-04-28,"USM",1,"USMCOB-RC54030",2026-05-05,"UTC",2012,4,28,119,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC54030","USMCOB-RC54030-1",NA
"2229","USMCOB","Destin, Florida",30.38,-86.5,NA,NA,NA,NA,NA,2013-04-20,"USM",2,"USMCOB-RC54030",2026-05-05,"UTC",2013,4,20,110,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC54030","USMCOB-RC54030-2",NA
"2230","USMCOB","Pensacola, FL",30.315,-87.203,NA,NA,NA,NA,NA,2013-04-12,"USM",1,"USMCOB-RC54082",2026-05-05,"UTC",2013,4,12,102,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC54082","USMCOB-RC54082-1",NA
"2231","USMCOB","30-12N, 86-31W",30.2,-86.517,1.07,NA,"TL",NA,NA,2013-06-20,"USM",2,"USMCOB-RC54082",2026-05-05,"UTC",2013,6,20,171,00:00:00,NA,"POINT(-86.517 30.2)","USMCOB-RC54082","USMCOB-RC54082-2",NA
"2232","USMCOB","off Fourchon, LA (28-55.7 90-21.1)",28.928,-90.352,1.24,NA,"FL",NA,NA,2014-06-21,"USM",2,"USMCOB-RC54089",2026-05-05,"UTC",2014,6,21,172,00:00:00,NA,"POINT(-90.352 28.928)","USMCOB-RC54089","USMCOB-RC54089-2",NA
"2233","USMCOB","Panama City, FL",30.212,-85.88,0.81,NA,"FL",NA,NA,2013-04-27,"USM",1,"USMCOB-RC54091",2026-05-05,"UTC",2013,4,27,117,00:00:00,NA,"POINT(-85.88 30.212)","USMCOB-RC54091","USMCOB-RC54091-1",NA
"2234","USMCOB","Grand Isle Block 27",29.028,-90.016,0.97,NA,"TL",NA,NA,2013-06-30,"USM",2,"USMCOB-RC54091",2026-05-05,"UTC",2013,6,30,181,00:00:00,NA,"POINT(-90.016 29.028)","USMCOB-RC54091","USMCOB-RC54091-2",NA
"2235","USMCOB","Panama City, FL",30.212,-85.88,NA,NA,NA,NA,NA,2013-04-28,"USM",1,"USMCOB-RC54095",2026-05-05,"UTC",2013,4,28,118,00:00:00,NA,"POINT(-85.88 30.212)","USMCOB-RC54095","USMCOB-RC54095-1",NA
"2236","USMCOB","Panama City Beach, FL",30.212,-85.88,1.04,NA,"FL",NA,NA,2014-03-22,"USM",2,"USMCOB-RC54095",2026-05-05,"UTC",2014,3,22,81,00:00:00,NA,"POINT(-85.88 30.212)","USMCOB-RC54095","USMCOB-RC54095-2",NA
"2237","USMCOB","Pensacola,Fl.",30.333,-87.15,0.67,NA,"FL",0.73,"TL",2012-04-14,"USM",1,"USMCOB-RC54112",2026-05-05,"UTC",2012,4,14,105,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC54112","USMCOB-RC54112-1",NA
"2238","USMCOB","Pensacola Beach, FL",30.333,-87.15,0.94,NA,"FL",1.02,"TL",2013-04-06,"USM",2,"USMCOB-RC54112",2026-05-05,"UTC",2013,4,6,96,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC54112","USMCOB-RC54112-2",NA
"2239","USMCOB","29 17.231, -88 45.584",29.287183,-88.759733,0.97,NA,"FL",1.04,"TL",2019-06-25,"USM",2,"USMCOB-RC54150",2026-05-05,"UTC",2019,6,25,176,00:00:00,NA,"POINT(-88.759733 29.287183)","USMCOB-RC54150","USMCOB-RC54150-2",NA
"2240","USMCOB","26-03, 97-06",26.05,-97.1,0.71,NA,"FL",0.8,"TL",2012-12-04,"USM",1,"USMCOB-RC54163",2026-05-05,"UTC",2012,12,4,339,00:00:00,NA,"POINT(-97.1 26.05)","USMCOB-RC54163","USMCOB-RC54163-1",NA
"2241","USMCOB","15 miles south of Calcasieu Pass, LA",29.544,-93.341,0.91,NA,"TL",NA,NA,2014-08-14,"USM",2,"USMCOB-RC54163",2026-05-05,"UTC",2014,8,14,226,00:00:00,NA,"POINT(-93.341 29.544)","USMCOB-RC54163","USMCOB-RC54163-2",NA
"2242","USMCOB","S. OF CHAND. ISL. (GETTY RIGS)",29.544,-88.677,NA,NA,NA,NA,NA,1990-05-15,"USM",1,"USMCOB-RC5419",2026-05-05,"UTC",1990,5,15,135,00:00:00,NA,"POINT(-88.677 29.544)","USMCOB-RC5419","USMCOB-RC5419-1",NA
"2243","USMCOB","MAIN PASS  (BLOCK 165)",29.62,-88.43,0.83,NA,"FL",NA,NA,1990-07-06,"USM",2,"USMCOB-RC5419",2026-05-05,"UTC",1990,7,6,187,00:00:00,NA,"POINT(-88.43 29.62)","USMCOB-RC5419","USMCOB-RC5419-2",NA
"2244","USMCOB","26 03.91, 97 06.58",26.065,-97.11,0.75,NA,"FL",0.84,"TL",2016-10-17,"USM",1,"USMCOB-RC54200",2026-05-05,"UTC",2016,10,17,291,00:00:00,NA,"POINT(-97.11 26.065)","USMCOB-RC54200","USMCOB-RC54200-1",NA
"2245","USMCOB","Brazos Santiago Pass, TX - 13 mi. NE",26.183,-96.987,0.99,NA,"TL",NA,NA,2017-07-08,"USM",2,"USMCOB-RC54200",2026-05-05,"UTC",2017,7,8,189,00:00:00,NA,"POINT(-96.987 26.183)","USMCOB-RC54200","USMCOB-RC54200-2",NA
"2246","USMCOB","29'39.190/88'46.697",29.653167,-88.778283,0.84,NA,"TL",NA,NA,2012-06-13,"USM",1,"USMCOB-RC54213",2026-05-05,"UTC",2012,6,13,165,00:00:00,NA,"POINT(-88.778283 29.653167)","USMCOB-RC54213","USMCOB-RC54213-1",2.26375699043274
"2247","USMCOB","Pensacola, FL",30.333,-87.15,1.14,NA,"FL",1.24,"TL",2014-04-01,"USM",2,"USMCOB-RC54213",2026-05-05,"UTC",2014,4,1,91,00:00:00,NA,"POINT(-87.15 30.333)","USMCOB-RC54213","USMCOB-RC54213-2",1.19300901889801
"2248","USMCOB","CA29B",29.718,-88.797,0.91,NA,"TL",NA,NA,2012-06-14,"USM",1,"USMCOB-RC54216",2026-05-05,"UTC",2012,6,14,166,00:00:00,NA,"POINT(-88.797 29.718)","USMCOB-RC54216","USMCOB-RC54216-1",2.15617281198502
"2249","USMCOB","Grand Isle (off Fourchon)",29.063,-90.112,1.23,NA,"FL",NA,NA,2013-08-04,"USM",2,"USMCOB-RC54216",2026-05-05,"UTC",2013,8,4,216,00:00:00,NA,"POINT(-90.112 29.063)","USMCOB-RC54216","USMCOB-RC54216-2",NA
"2250","USMCOB","N. End Chandeleur",30.043,-88.878,0.48,NA,"FL",0.51,"TL",2014-05-20,"USM",1,"USMCOB-RC54236",2026-05-05,"UTC",2014,5,20,140,00:00:00,NA,"POINT(-88.878 30.043)","USMCOB-RC54236","USMCOB-RC54236-1",NA
"2251","USMCOB","27 31.669, 80 05.046",27.528,-80.084,1.04,NA,"FL",1.14,"TL",2017-02-02,"USM",2,"USMCOB-RC54236",2026-05-05,"UTC",2017,2,2,33,00:00:00,NA,"POINT(-80.084 27.528)","USMCOB-RC54236","USMCOB-RC54236-2",NA
"2252","USMCOB","Chandeleur Bar",30.043,-88.878,0.81,NA,"FL",0.91,"TL",2012-04-26,"USM",1,"USMCOB-RC54241",2026-05-05,"UTC",2012,4,26,117,00:00:00,NA,"POINT(-88.878 30.043)","USMCOB-RC54241","USMCOB-RC54241-1",4.69804501533508
"2253","USMCOB","30 07.20N 88 32.60W",30.12,-88.543,0.9,NA,"FL",0.93,"TL",2012-05-19,"USM",2,"USMCOB-RC54241",2026-05-05,"UTC",2012,5,19,140,00:00:00,NA,"POINT(-88.543 30.12)","USMCOB-RC54241","USMCOB-RC54241-2",1.75520435969035
"2254","USMCOB","28'50.324/82'58.652",28.838733,-82.977533,0.69,NA,"FL",0.76,"TL",2012-06-10,"USM",1,"USMCOB-RC54257",2026-05-05,"UTC",2012,6,10,162,00:00:00,NA,"POINT(-82.977533 28.838733)","USMCOB-RC54257","USMCOB-RC54257-1",NA
"2255","USMCOB","north of Grassy Key, FL",24.789,-80.952,0.84,NA,"FL",NA,NA,2013-01-03,"USM",2,"USMCOB-RC54257",2026-05-05,"UTC",2013,1,3,3,00:00:00,NA,"POINT(-80.952 24.789)","USMCOB-RC54257","USMCOB-RC54257-2",NA
"2256","USMCOB","28'50.324/82'58.652",28.838733,-82.977533,0.66,NA,"FL",0.74,"TL",2012-07-21,"USM",1,"USMCOB-RC54261",2026-05-05,"UTC",2012,7,21,203,00:00:00,NA,"POINT(-82.977533 28.838733)","USMCOB-RC54261","USMCOB-RC54261-1",NA
"2257","USMCOB","Crystal River, FL - 15 mi. offshore",28.915,-82.946,1.02,NA,"FL",NA,NA,2017-06-17,"USM",2,"USMCOB-RC54261",2026-05-05,"UTC",2017,6,17,168,00:00:00,NA,"POINT(-82.946 28.915)","USMCOB-RC54261","USMCOB-RC54261-2",NA
"2258","USMCOB","#2 Pascagoula Channel",30.153,-88.565,0.66,NA,"FL",0.71,"TL",2012-04-29,"USM",1,"USMCOB-RC54341",2026-05-05,"UTC",2012,4,29,120,00:00:00,NA,"POINT(-88.565 30.153)","USMCOB-RC54341","USMCOB-RC54341-1",NA
"2259","USMCOB","Dauphin Island, AL",30.24,-88.113,NA,NA,NA,NA,NA,2016-05-18,"USM",2,"USMCOB-RC54341",2026-05-05,"UTC",2016,5,18,139,00:00:00,NA,"POINT(-88.113 30.24)","USMCOB-RC54341","USMCOB-RC54341-2",NA
"2260","USMCOB","Little Dog Keys Pass, MS",30.25,-88.83,0.69,NA,"FL",0.83,"TL",2012-10-24,"USM",1,"USMCOB-RC54469",2026-05-05,"UTC",2012,10,24,298,00:00:00,NA,"POINT(-88.83 30.25)","USMCOB-RC54469","USMCOB-RC54469-1",5.36320352554321
"2261","USMCOB","Farewell Buoy, MS",30.119,-88.877,0.97,NA,"TL",NA,NA,2013-10-21,"USM",2,"USMCOB-RC54469",2026-05-05,"UTC",2013,10,21,294,00:00:00,NA,"POINT(-88.877 30.119)","USMCOB-RC54469","USMCOB-RC54469-2",NA
"2262","USMCOB","28'47.514/82'58.578",28.7919,-82.9763,0.94,NA,"FL",1.07,"TL",2012-05-05,"USM",1,"USMCOB-RC54484",2026-05-05,"UTC",2012,5,5,126,00:00:00,NA,"POINT(-82.9763 28.7919)","USMCOB-RC54484","USMCOB-RC54484-1",NA
"2263","USMCOB","Crystal River, FL",28.915,-82.698,0.97,NA,"FL",NA,NA,2012-07-14,"USM",2,"USMCOB-RC54484",2026-05-05,"UTC",2012,7,14,196,00:00:00,NA,"POINT(-82.698 28.915)","USMCOB-RC54484","USMCOB-RC54484-2",NA
"2264","USMCOB","Gulfport Ship Channel #22",30.194,-88.989,0.74,NA,"FL",NA,NA,2015-09-15,"USM",2,"USMCOB-RC54543",2026-05-05,"UTC",2015,9,15,258,00:00:00,NA,"POINT(-88.989 30.194)","USMCOB-RC54543","USMCOB-RC54543-2",NA
"2265","USMCOB","Pensacola Beach, FL",30.315,-87.203,1.12,NA,"FL",NA,NA,2016-04-24,"USM",1,"USMCOB-RC54658",2026-05-05,"UTC",2016,4,24,115,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC54658","USMCOB-RC54658-1",3.63698840141296
"2266","USMCOB","Grande Isle, LA - Offshore rig",29.141,-89.921,1.05,NA,"FL",NA,NA,2016-06-13,"USM",2,"USMCOB-RC54658",2026-05-05,"UTC",2016,6,13,165,00:00:00,NA,"POINT(-89.921 29.141)","USMCOB-RC54658","USMCOB-RC54658-2",NA
"2267","USMCOB","Navarre Beach, FL",30.378,-86.862,0.94,NA,"FL",0.99,"TL",2015-04-10,"USM",1,"USMCOB-RC54773",2026-05-05,"UTC",2015,4,10,100,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC54773","USMCOB-RC54773-1",NA
"2268","USMCOB","Off Mississippi MP 265",29.347,-88.282,0.97,NA,"FL",1.04,"TL",2015-05-03,"USM",2,"USMCOB-RC54773",2026-05-05,"UTC",2015,5,3,123,00:00:00,NA,"POINT(-88.282 29.347)","USMCOB-RC54773","USMCOB-RC54773-2",1.66141092777252
